a	把
aes	捶
aesb	抓緊
aesd	𫽿
aese	抓藥
aese	誓願
aese	採花
aese	採藥
aese	誓愿
aese	𢫝
aesf	誓与
aesf	𭢫
aesg	援藏
aesg	採蓮
aesg	摇头
aesg	摄像头
aesi	摇荡
aesm	哥倫布
aesm	哥伦布
aeso	捶
aeso	𦖋
aesq	𢫯
aesr	抓获
aess	𰼚
aest	挺进
aest	𭢨
aesv	摇动
aesv	抓药
aesv	掀动
aesv	𰓠
aesw	折舊
aesw	拆散
aet	挢
aeta	𪭭
aetb	拆分
aetb	挢
aetb	𤭍
aete	哲人
aetf	𢷼
aeti	𱟾
aetn	採用
aetn	援用
aetp	拍片
aetq	㨮
aetq	㨮
aett	折傘
aett	摇铃
aetu	拍手
aetu	扳手
aetu	援手
aetu	折伞
aetw	授牌
aety	𩷢
aeu	誓
aeua	誓
aeua	誓言
aeua	折半
aeua	𢭬
aeua	𭡩
aeub	折彎
aeuf	誓师
aeuh	焎
aeuj	授課
aeuo	採訪
aeur	授奖
aeus	可信度
aeus	採煤
aeut	授首
aeuv	誓詞
aeuv	烲
aev	捊
aevb	𢱄
aevf	拆线
aevf	擽
aevf	𦘈
aevg	㨙
aevg	𢏨
aevi	乴
aevk	拍子
aevk	捊
aevk	𦖀
aevl	拆台
aevn	援引
aevp	㿱
aevq	𢰇
aevv	折斷
aevv	𢫻
aevx	招兵买马
aevx	𢯃
aevx	𢯚
aevy	授给
aew	摇
aew	𰓆
aewa	折射
aewb	採錄
aewd	折腰
aewd	挺腰
aewe	挺身
aewf	採集
aewg	掙錢
aewj	銴
aewk	採製
aewn	授勳
aewo	摇
aewo	𢯊
aewo	𦖡
aewp	挺進
aewp	拆迁
aewp	𨘽
aewq	𱥘
aewt	摇鈴
aewt	掙脫
aewu	折騰
aewu	掙脱
aewu	折腾
aewv	拖后腿
aewv	𰔵
aeww	挺胸
aeww	撝
aeww	撝
aewx	折服
aex	掙
aexa	援建
aexa	拆建
aexe	採收
aexn	挺
aexq	𢫽
aexq	𰓡
aexv	掙
aexw	授奬
aexw	授獎
aexx	拍出
aey	授
aeya	𰔦
aeyb	授
aeye	折合
aeyf	誓師
aeyg	援軍
aeyh	援军
aeyn	悊
aeyo	𢳻
aeys	䭁
aeyt	拆解
aeyt	𧣯
aeyv	𢰏
aeyx	授命
af	捕
afa	搏
afa	𰒼
afab	摇頭擺尾
afab	搖頭擺尾
afac	搏
afaf	投機取巧
afaf	摧枯拉朽
afaf	投机取巧
afaf	投桃报李
afai	捏一把汗
afan	捕捉
afan	挑三揀四
afan	挑三拣四
afas	抚摸
afas	捕捞
afau	捕撈
afau	扜
afaw	探頭探腦
afax	搏击
afax	捷报
afbh	抚慰
afc	捂
afcc	揀選
afcg	打頭陣
afcl	捂
afcl	䎸
afcn	推三阻四
afd	抚
afdc	丐帮
afdg	抛頭露面
afdg	托爾斯泰
afdg	拋頭露面
afdh	捨本逐末
afdk	𫽙
afdm	𢴦
afdn	拝
afdo	抚
afdq	捷克
afdu	𱠈
afe	擟
afea	投機倒把
afea	投机倒把
afec	擁政愛民
afec	拥政爱民
afeh	𱠇
afeo	捂住
afer	𬚨
afev	打工仔
afey	抚爱
afff	𢵳
affh	㩒
affi	𢫆
affi	𪼹
affk	𢴻
affn	𰔪
affo	頂樑柱
affo	打开天窗说亮话
afft	扛槍
afft	扛枪
affv	㨆
afg	掭
afgd	𦔿
afgf	𢶍
afgg	抚琴
afgl	抱頭大哭
afgl	㩑
afgn	𢯞
afgo	掭
afgp	捷达
afgv	事无巨细
afgv	搭桥牵线
afgx	搏擊
afh	抏
afhb	掐頭去尾
afhf	投桃報李
afhh	丐幫
afhj	打工者
afhs	𭡠
afhu	捷報
afhu	捷達
afhv	𢭰
afhw	抏
afif	挂一漏万
afih	頂天立地
afih	顶天立地
afii	耳根清淨
afir	扛活
afis	掛一漏萬
afis	耳根清净
afj	揸
afja	掗
afja	𦖂
afjf	揸
afjj	㩖
afjv	㨂
afjv	𢰁
afjw	摇頭晃腦
afjw	搖頭晃腦
afjw	挭
afjx	𫽇
afjy	𢵣
afk	捄
afkb	𫼱
afke	𢲆
afkf	𢷡
afkg	拺
afkh	𦕷
afki	攦
afki	𦘐
afkk	𢯬
afkk	𰓬
afkm	𪮁
afko	捄
afks	𭡌
afkt	抦
afkt	𪭵
afkv	𢮨
afky	聽天由命
afl	搹
afle	摗
afle	𢳮
afle	𢳯
aflj	揊
aflk	技术员
aflk	𪮶
afll	违禁品
afll	𢱠
afll	𢷜
aflm	攋
aflm	揦
aflm	㨽
aflm	䏀
aflm	𢸸
afln	搹
afln	𤮄
afln	𫆋
aflp	𢳪
aflu	𢭃
aflv	捒
aflx	𫽘
afm	摃
afmb	摃
afmd	𠜀
afmr	掚
afmv	㧊
afmx	𭠹
afmy	𫾋
afn	揀
afnd	搏鬥
afni	聇
afni	𪭤
afnq	执政党
afnt	抚掌
afnu	揀
afnu	𢳃
afo	扛
afob	搭橋牽線
afod	𢫖
afoe	㩤
afor	𦔸
afos	抑鬱寡歡
afov	抚育
afov	扭亏为盈
afpl	抱頭痛哭
afpm	𫼲
afpo	𨕝
afpt	抚摩
afqd	抚顺
afqj	𢪁
afqn	𰓘
afqs	𢰫
afqy	捕鱼
afrb	捷径
afrb	严于律己
afrf	捷徑
afrf	𢳗
afrp	抱頭鼠竄
afrs	捕獲
afrs	捕猎
afrv	捕獵
afsc	𨚤
afsd	搏斗
afsh	披頭散髮
afsk	扝
afsk	𢫚
afsk	扝
afsm	𭠩
afso	顿开茅塞
afsq	可想而知
afsr	捕获
aftn	搭桥铺路
aftr	歌功頌德
aftr	歌功颂德
afty	捕魚
afu	捕
afug	抚养
afuh	扶正祛邪
afuv	𱟭
afv	𢪮
afve	挾天子以令諸侯
afve	挟天子以令诸侯
afvf	挳
afvf	𢮕
afvh	𫽪
afvi	𣎽
afvi	𢪞
afvj	搢
afvo	𦕇
afvo	𰓀
afvr	𱣍
afvt	𪮵
afwc	𨞟
afwf	捕殺
afwf	搏殺
afwf	捕杀
afwf	搏杀
afwg	𢸅
afwm	𪮌
afwn	搭橋鋪路
afwp	𢶘
afwt	𢺏
afwt	𢺴
afwv	𰒽
afx	捷
afxc	𫑚
afxc	𰻢
afxd	𡯼
afxi	丐
afxi	𢫄
afxj	𣅰
afxk	𢰬
afxm	𱐒
afxn	捷
afxt	𢱿
afxu	𬉻
afxx	拆東牆補西牆
afxx	𠣣
afyo	摇頭丸
afyo	搖頭丸
afyq	抚恤
afys	捕食
ag	聽
aga	捧
agaa	聽打
agab	聽取
agab	撩撥
agac	摶
agac	𤮍
agae	扶摇
agaf	拒捕
agah	扶持
agah	挾持
agah	挟持
agai	掩护
agal	掎
agal	找事
agal	聽歌
agal	𦖊
agao	拭擦
agar	𢱕
agav	捧
agaw	扶搖
agax	撩拨
agax	𫆄
agb	拒
agbb	扶桑
agbb	拒絕
agbb	𪕢
agbe	拒繳
agbh	𡋲
agbj	畱
agbj	𢲭
agbm	𠞐
agbm	𥁶
agbm	𧶝
agbm	𭄘
agbp	𨖻
agbr	𪅳
agbu	拒
agbu	丣
agbu	𬋀
agby	拒絶
agby	𢥍
agc	捙
agc	𢮛
agd	𢪂
agdb	撩起
agdb	扶起
agdb	捧起
agdd	掩碼
agdd	东奔西走
agdf	找碴
agdj	𱡄
agdl	找來
agdl	聽來
agdm	𢶄
agdn	东奔西跑
agdr	找死
agdr	𬚓
agds	捹
agds	𰢣
agdu	拒不
agdv	接連不斷
agdv	聽成
agdx	掩码
agdy	聽
age	摲
age	𢯹
agea	拒付
agec	下車伊始
agee	聽任
agef	掩体
ageg	挞伐
agej	摲
agej	𦗝
agej	𪮻
agen	聽候
ageo	拒斥
ager	𢶤
ageu	聽信
agf	拭
agfd	扶植
agff	𢷰
agfg	揍
agfi	挑大樑
agfi	𭠑
agfk	𠀀
agfl	撩逗
agfn	扶正
agfn	聽政
agfo	拭
agfp	找来
agfq	摦
agfs	挎
agfs	擀面杖
agfs	撩开
agfs	𢰚
agfs	𬚗
agfu	扶梯
agfv	𫾂
agg	找
aggc	𢷦
aggg	攆
aggg	𢯆
aggg	𢺩
aggh	撵
aggj	𭢗
aggm	攅
aggr	聀
aggv	𢬤
aggw	亚太区
agh	捺
aghb	聽聲
aghg	搟
aghg	𭠦
aghh	㨒
aghj	捧場
aghj	聽者
aghj	撦
aghk	掩埋
aghm	聽到
aghm	找到
aghs	捺
aghu	找平
aghv	拭去
aghv	捧场
aghv	𭠨
agi	𰔆
agib	挑大梁
agih	聽清
agii	拭淚
agij	聽音
agim	拭泪
agin	找遍
agin	𢴂
agiw	找準
agiw	擓
agj	揠
agjc	揠
agjc	𦖧
agjg	𢶩
agjk	掩映
agjk	𢺨
agjl	搬弄是非
agjv	𢰦
agk	掩
agka	聽聞
agkd	掩
agkd	𦖈
agkd	掩
agkf	撩開
agkg	𭠣
agki	拒赔
agkj	𰓫
agkn	摳門
agks	掩上
agkv	𢳨
agkx	𰓻
agl	摳
agle	𤮥
aglf	掝
aglf	聝
aglg	𢷯
agli	𰔒
agll	摳
agll	𦗛
aglm	𢷴
agls	𭡢
aglv	捧哏
aglv	掩口
agmd	𭠤
agme	聽眾
agmf	聽戲
agmi	拒賠
agmk	掩體
agmv	㧜
agmv	𪭬
agmx	聽見
agmx	扶助
agmx	摫
agnl	找回
agnp	聽過
ago	𢭳
agod	𢪯
agod	𢫛
agod	𬎦
agod	𮋮
agof	聽完
agoq	聽審
agor	聽寫
agor	𨠧
agou	找齊
agp	挞
agpf	扶病
agpg	𢴬
agpi	投鞭断流
agpn	抠门
agpo	挞
agpo	摙
agpo	𫐧
agpt	找齐
agqj	撍
agqk	聽筒
agqm	聽衆
agqr	𢪑
agqw	扶风
agr	摏
agrf	扶風
agrh	搸
agrj	摏
agrj	聽得
agrq	掩饰
agrt	聽從
agrw	聽覺
agsd	聽憑
agsd	撲面而來
agse	㨷
agsf	挾帶
agsf	扑面而来
agsf	𢺌
agsg	掩藏
agsh	掩蓋
agsh	聽著
agsl	聽勸
agsl	𢴚
agsm	𢴧
agso	挵
agso	𢬿
agss	找茬
agsu	掩蔽
agsv	𢫨
agsv	𦕧
agsw	找准
agsx	𰔭
agsy	挟带
agsy	𰔸
agt	挾
agtb	扶貧
agtb	扶贫
agte	接班人
agte	找人
agte	撩人
agtf	聽會
agtf	找钱
agtj	掩鼻
agtt	挾
agtt	聗
agtu	扶手
agtv	𦖎
agty	振奮人心
agty	振奋人心
agu	扶
agua	𢱂
agub	聽證
agug	𢲔
aguh	挟
aguh	掩盖
aguh	𤋕
aguh	𫽩
aguj	聽課
aguk	𢲅
aguk	𦗆
agum	撩
agum	聽着
agur	聽話
agur	𦔾
agus	掩護
agus	聽講
agus	𦖔
agut	聽診
agut	聽說
agut	𭢐
aguu	聽説
aguu	𰔬
aguv	𫽃
aguv	𰟇
aguw	𢰒
agv	抂
agve	拒缴
agvg	挗
agvg	𢏪
agvi	投鞭斷流
agvn	扶疏
agvo	𭠵
agvs	扶弱
agvw	𪼷
agvy	拒绝
agw	抠
agwa	抠
agwa	𰔳
agwc	挎包
agwg	找錢
agwg	聽膩
agwi	㨤
agwk	挾制
agwk	挟制
agwo	𢭛
agwq	捧腹
agwq	𫤧
agws	聽錯
agwu	𢹧
agww	摤
agxa	找寻
agxe	據理力爭
agxe	拒收
agxf	找尋
agxh	聽書
agxi	𢮊
agxl	聽力
agxl	𢫉
agxl	𢳝
agxx	找出
agxx	聽出
agxy	据理力争
agy	𢩮
agyb	聽慣
agye	𫽆
agyn	𢴥
agyq	掩飾
agyq	拈輕怕重
agys	聽懂
agyx	聽命
ah	擡
aha	持
aha	掁
ahaa	拷打
ahab	拮据
ahab	擷取
ahab	撷取
ahac	持
ahac	𢰙
ahaf	𢳩
ahai	掛職
ahai	掛接
ahai	挂接
ahal	挂职
aham	拮據
aham	抹掉
ahao	拮抗
ahav	扶老攜幼
ahav	扶老携幼
ahaw	𤭖
ahax	抨击
ahbd	持刀
ahbh	持續
ahbj	拉幫結夥
ahbm	𢮇
ahbm	𭡡
ahbo	𢬌
ahbq	揚長避短
ahbs	㨞
ahcd	逝者如斯
ahcf	捓
ahcf	𢰗
ahct	事到如今
ahde	掛麪
ahde	掛麵
ahdg	掛載
ahdg	挂载
ahdj	挂碍
ahdp	接连不断
ahdr	掛礙
ahdt	掛零
ahdt	挂零
ahdy	报喜不报忧
ahe	抺
ahec	下车伊始
ahed	擡價
ahef	掛彩
ahef	挂彩
aheg	撻伐
aheh	㨖
aheh	𱟹
ahej	𰓼
aher	𦕜
ahew	掛件
ahew	挂件
ahf	揲
ahf	亍
ahfa	聖地亞哥
ahff	擡槓
ahfg	持械
ahfj	挂画
ahfq	挂机
ahft	持槍
ahft	持枪
ahfv	掛機
ahfv	揲
ahfv	𮋶
ahg	扞
ahgi	挂面
ahgk	掛軸
ahgr	𢸩
ahgx	抨擊
ahgy	挂牵
ahh	掛
ahh	𢩿
ahha	𭡞
ahhe	𢴪
ahhh	撓
ahhi	𠦴
ahhj	𢸰
ahhk	挂轴
ahhk	𢸀
ahhm	掛
ahhm	拷到
ahhp	𭢳
ahhr	挂表
ahhu	持平
ahhv	挂
ahhv	抹去
ahi	抴
ahia	护城河
ahii	抹淚
ahil	𱠩
ahim	抹泪
ahis	掛滿
ahis	挂满
ahjc	𢵋
ahjf	掛果
ahjf	挂果
ahjf	𢯟
ahjv	㨋
ahk	挃
ahkb	拷贝
ahkl	拷問
ahkr	𬚘
ahks	掛上
ahks	挂上
ahks	𢲪
ahkt	挂账
ahl	擷
ahlh	擡
ahlk	撷
ahll	掛單
ahll	𪮬
ahlm	擷
ahlr	㨬
ahls	掛號
ahls	挂号
ahlt	𢵓
ahlv	拮
ahlv	聐
ahlv	𭺞
ahlx	𢮌
ahm	捯
ahmb	拷貝
ahmd	捯
ahmh	掛賬
ahmm	𢷺
ahmn	𰔉
ahne	抹黑
ahne	捷報頻傳
ahne	下坡路
ahnm	𮋿
ahns	事到临头
aho	抹
ahod	持家
ahof	持证
ahot	持论
ahov	掛牽
ahpl	拷问
ahpm	挂帘
ahpo	𫽁
ahpq	取長補短
ahpw	𢭷
ahpx	挂断
ahqd	捲土重來
ahqg	持重
ahqg	掛失
ahqg	挂失
ahqr	𭡉
ahqu	掛簾
ahr	搘
ahri	㧯
ahri	𦕳
ahrj	搘
ahrl	掛名
ahrl	挂名
ahrm	𭢈
ahry	㧼
ahs	拷
ahsd	拔地而起
ahsf	事到臨頭
ahsh	揚長而去
ahsh	擲地有聲
ahsh	掷地有声
ahsk	拷
ahsm	抹布
ahsn	掛在
ahsn	挂在
ahsp	耳鬓厮磨
ahsr	掛曆
ahsr	𦕝
ahsu	抹灰
ahsw	持有
ahsx	挂历
ahtd	七老八十
ahte	掕
ahte	𢲳
ahtf	拍賣會
ahth	𢯅
ahtl	𭢲
ahto	掛念
ahto	持倉
ahto	挂念
ahto	𢳊
ahtt	捇
ahtt	𢷇
ahtt	𢷓
ahtt	𧹚
ahtu	𢸱
ahtv	持仓
ahtv	𫾓
ahtw	掛牌
ahtw	挂钩
ahtw	挂牌
ahtw	𦘎
ahu	抨
ahub	持證
ahuc	𪮂
ahuh	抨
ahuh	𰏣
ahuj	挂单
ahum	挂帅
ahuo	𢴇
ahup	撻
ahup	耳鬢廝磨
ahup	𢹗
ahut	持論
ahuv	𢭅
ahv	擣
ahv	扗
ahv	𡉈
ahva	擣
ahva	𢷬
ahvc	𭡊
ahvd	持续
ahvk	𢭦
ahvk	𬻁
ahvm	搕
ahvo	𫽅
ahvr	𭡟
ahvv	掛斷
ahvv	抾
ahvw	𡊝
ahvx	𢬱
ahvx	𢭙
ahw	扤
ahwe	𢳆
ahwf	抹殺
ahwf	抹杀
ahwh	掛錶
ahwl	掛靠
ahwl	挂靠
ahwq	持股
ahwr	抹臉
ahwt	抹脸
ahwu	𤮟
ahwv	掅
ahwv	聙
ahww	掛鉤
ahww	抹胸
ahww	掛鈎
ahxb	𢱷
ahxb	𢹚
ahxh	掛畫
ahxh	𢬹
ahxh	𦖅
ahxi	𰒿
ahxk	掃地出門
ahxp	扫地出门
ahxr	势均力敌
ahxx	掛出
ahxx	擡出
ahxx	挂出
ahy	㧎
ahyd	挂怀
ahye	寸土必爭
ahyf	𢷌
ahym	掛帥
ahym	𢲄
ahyn	掛心
ahyn	挂心
ahyn	𭠶
ahyn	𰓭
ahyo	持久
ahyo	掛懷
ahyp	违者必究
ahyq	拈轻怕重
ahyq	𢭜
ahyr	𦕆
ahyu	撎
ahyx	抹煞
ahyy	寸土必争
ai	接
aiab	接招
aiad	拉拢
aiad	搅扰
aiae	七折
aiae	接拍
aiaf	过河拆桥
aiag	接聽
aiah	护持
aiai	拉攏
aiak	接下
aiak	𬻡
aian	拉丁
aian	拉扯
aiap	接过
aias	可親可敬
aias	可亲可敬
aiau	搅拌
aiax	撞击
aiax	接报
aiba	振聾發聵
aibb	拉絲
aibb	七絕
aibe	接線
aibe	接縫
aibf	拉練
aibh	接續
aibk	接納
aibk	拉尿
aibp	拉屎
aibt	接通
aibt	𢭯
aibv	職級
aibv	搅局
aiby	七絶
aicd	揮汗如雨
aicd	挥汗如雨
aice	職務
aicj	执法如山
aicv	接
aicv	𢬨
aicv	𮋵
aida	执法不严
aidd	揮汗成雨
aidd	挥汗成雨
aide	拉麪
aide	拉麵
aidh	聚沙成塔
aidh	拉票
aidh	七十
aidi	𢱛
aidj	𫾘
aidl	接來
aido	撞碎
aidq	接龙
aids	換湯不換藥
aids	换汤不换药
aids	𦗐
aidu	𢷄
aidv	搅成
aidw	接駁
aidx	𢵺
aieb	探親假
aieb	探亲假
aied	指鹿爲馬
aiee	接任
aiee	𢴏
aief	七彩
aieh	拉倒
aiei	職位
aiej	𢯢
aiek	拉伸
aiel	𢴖
aiel	𪮔
aieo	拉住
aieo	接住
aieo	护住
aiep	接近
aiep	拉近
aies	护佑
aiey	接受
aif	七
aifa	𫽥
aife	鿜
aife	𭢭
aiff	护林
aiff	𫠠
aifg	七天
aifg	接棒
aifg	𱠝
aifh	拉杆
aifi	七一
aifj	拉桿
aifm	𢭿
aifm	𭣋
aifo	職工
aifo	職校
aifo	顶梁柱
aifo	抗洪救灾
aifo	𢬥
aifp	接来
aifs	職權
aifs	拉开
aifu	护栏
aifu	𢳹
aifv	抗洪救災
aifv	𢮄
aifv	𪮾
aig	㧟
aigc	撞車
aigd	職大
aigf	㧟
aigg	接替
aigi	拉面
aigj	𢸝
aigk	护理
aigp	接連
aigt	𢲯
aigu	接班
aigx	撞擊
aigy	接軌
aih	护
aiha	拉長
aihc	接地
aihc	撞车
aihd	攔河壩
aihd	撞墙
aihh	护士
aihj	職場
aihj	𢵻
aihk	拦河坝
aihl	七喜
aihm	職責
aihm	接到
aiho	接壤
aihp	接连
aihr	𱻸
aihu	拉平
aihu	接報
aihv	職教
aihv	𭡚
aihv	𭢻
aihw	𢴆
aihy	接轨
aii	拉
aii	拉
aiih	护法
aiii	𢯛
aiij	搅混
aiik	𬔗
aiim	接站
aiio	接濟
aiip	接济
aiiw	接龍
aiiy	接洽
aiiy	搅浑
aij	職
aijb	护照
aijc	𢷢
aijf	𣚮
aijg	職
aijg	𢴠
aijl	𱡁
aijo	𭢓
aijq	摬
aijs	𭢺
aijv	揞
aijv	𤭵
aijv	𦖢
aijw	七星
aijx	𢷒
aijy	𢶶
aik	撞
aika	𫝿
aikd	𢲣
aikf	拉開
aikk	拉閘
aiks	撞
aiks	接上
aikx	接见
ail	掊
ail	摝
ailc	㨭
aile	接听
aili	𢵞
ailm	職員
ailn	職中
ailn	过滤嘴
ailr	拉响
ailr	𦗓
ailv	掊
ailv	接口
ailv	𢰤
ailv	𰓸
ailw	接吻
ailw	職別
ailx	職别
aimc	𭢃
aimg	接骨
aimg	𫾈
aimi	推波助瀾
aimi	耳濡目染
aimi	推波助澜
aimk	𢹅
aimm	护罩
aimq	挱
aimr	𢹞
aimt	护具
aimx	接見
ainb	拉紧
ainc	揙
aini	揚湯止沸
aini	扬汤止沸
ainp	接過
ainp	𭢬
ainr	攟
aint	職掌
aint	接掌
ainu	職業
aioa	職守
aiod	指鹿為馬
aiod	哲学家
aioe	拉客
aioe	接客
aioe	掮客
aiog	按部就班
aiog	𱠒
aioh	打油诗
aiol	職高
aiol	拉高
aiol	下意识
aior	𢲙
aios	探亲访友
aiot	取決於
aiou	接谈
aiox	接辦
aiox	指鹿为马
aip	攗
aipe	七竅
aipf	七窍
aipk	拉闸
aipm	攗
aipq	过江之鲫
aipx	撞断
aiqb	𢲨
aiqc	𢫧
aiqe	护符
aiqf	护短
aiqf	𪮨
aiqg	拉動
aiqi	攪海翻江
aiqi	搅海翻江
aiqo	接管
aiqo	护航
aiqp	撞翻
aiqp	𫼪
aiqt	𢱘
aiqt	𢶧
aiqv	𢭖
aiqw	摌
aire	職稱
aire	𭡭
airf	撞毁
airh	接待
airh	撞毀
airh	攈
airi	执法犯法
airi	𢬉
airj	搅得
airk	七夕
airl	接种
airl	搅和
airo	𢸐
airq	接種
airr	𢷉
airu	接入
airv	违法乱纪
airw	拉稀
airx	七律
airx	搅乱
ais	捩
aisa	擦肩而过
aisb	拉緊
aisc	拉薩
aisc	拉萨
aisd	𫽒
aish	接著
aisk	拖泥帶水
aisk	拖泥带水
aisn	擦肩而過
aisq	捩
aiss	接茬
aist	接进
aisv	搅动
aisv	拉动
aisw	接警
aitb	職分
aitb	拉锯
aitc	揮灑自如
aitc	挥洒自如
aitd	撞针
aite	接人
aith	拉链
aith	拉长
aitl	撞钟
aitm	拉锁
aitu	拉手
aitu	接手
aitu	𫽓
aitw	拉钩
aiua	𢯝
aiue	接應
aiug	接送
aiug	护送
aiuh	打油詩
aiuh	拉美
aiuh	㩠
aiui	下意識
aiui	接应
aium	接着
aius	探親訪友
aiuu	接談
aiuu	𢴗
aiuv	接火
aiva	拉练
aivb	𰔼
aivc	𫾀
aivd	接续
aive	接缝
aive	𪮿
aivf	接线
aivi	㧖
aivk	接纳
aivm	热泪盈眶
aivp	𢯠
aivq	拉響
aivv	撞斷
aivv	拉丝
aivw	職能
aivy	七绝
aiw	攏
aiwb	拉鋸
aiwd	撞針
aiwd	𢶥
aiwe	护身
aiwf	拉鍊
aiwf	护膝
aiwg	接生
aiwg	护肤
aiwi	撞鐘
aiwj	𰼷
aiwm	攏
aiwm	拉鎖
aiwm	䏊
aiwo	护腕
aiwp	接進
aiwq	𢱓
aiws	投親靠友
aiws	搅匀
aiws	投亲靠友
aiws	𢵐
aiwv	掮
aiwv	七月
aiwv	护腿
aiww	排泄物
aiww	拉鉤
aiww	排洩物
aiww	拉鈎
aiww	护胸
aix	搧
aixe	接收
aixf	护卫
aixh	撞牆
aixl	拉力
aixl	接力
aixl	拉架
aixl	𢹲
aixt	接办
aixu	搧
aixw	接驳
aixx	拉出
aiy	搅
aiya	执法必严
aiye	接合
aiye	搅合
aiyf	𫽦
aiyh	七情
aiyk	搅
aiym	撹
aiyp	违法必究
aiyq	𢭽
aiyt	接觸
aiyt	接触
aiyv	𫽊
aiyx	𢭐
aj	提
aja	撮
ajab	撮
ajab	提取
ajab	𢸶
ajae	摧折
ajai	提職
ajaj	提攜
ajaj	𢮧
ajak	提押
ajal	提职
ajaq	聰明才智
ajaq	聪明才智
ajar	指日可待
ajar	揭批
ajas	提拔
ajas	揣摸
ajaw	提携
ajay	𢤎
ajb	摞
ajba	提純
ajbc	揭丑
ajbj	𫼥
ajbk	提綱
ajbm	揚眉
ajbm	𢯈
ajbs	摞
ajbv	揭發
ajcb	𭠼
ajcb	𰎕
ajco	提防
ajct	提婚
ajdb	提起
ajdb	揚起
ajdc	提要
ajdf	揚威
ajdf	摧残
ajdg	摧殘
ajdj	提幹
ajdm	𢶮
ajdn	揭露
ajdo	捏碎
ajdv	提成
ajdw	披星戴月
aje	撂
ajed	提價
ajed	𪮘
ajee	聰明伶俐
ajee	担任
ajee	聪明伶俐
ajeh	撂倒
ajei	排山倒海
ajej	提倡
ajel	撂
ajel	担保
ajel	𰔡
ajeo	聪明反被聪明误
ajer	提貨
ajer	提货
ajes	提供
ajet	提价
ajeu	聰明反被聰明誤
ajf	揚
ajf	丌
ajfa	㧹
ajfg	𢮚
ajfh	聰明一世
ajfh	聪明一世
ajfi	担
ajfk	𭡹
ajfk	𭻛
ajfl	提速
ajfm	揣想
ajfm	𢭍
ajfn	提
ajfo	揭榜
ajfq	摄影机
ajfr	𢺖
ajfr	𱠪
ajfs	揭开
ajfs	𫾄
ajft	揚
ajfu	㨟
ajfv	攝影機
ajfv	捰
ajfv	𦖍
ajgd	东山再起
ajge	揚鞭
ajgf	揋
ajgg	提琴
ajgj	提醒
ajgk	提现
ajgm	提現
ajgw	揭醜
ajh	捏
ajha	𪮛
ajhe	𦗈
ajhg	捍
ajhg	提干
ajhh	提款
ajhm	提到
ajhs	提示
ajhs	揭示
ajhv	捏
ajhv	揭去
ajif	提親
ajif	提亲
ajih	提法
ajih	揚塵
ajij	𢶹
ajik	揣测
ajim	揣測
ajiq	揚州
ajit	提溜
ajja	揭晓
ajjb	𢺢
ajjf	㩸
ajjh	揭曉
ajjh	𢹮
ajjj	攂
ajjm	㩹
ajjo	提早
ajjv	𢮵
ajjv	𱠹
ajjy	㩄
ajjy	𢵃
ajkf	揭開
ajkj	𰔠
ajkl	提問
ajkm	提督
ajkw	𭠽
ajll	提單
ajmb	摱
ajmh	㨪
ajml	提点
ajmn	揾
ajmq	揚帆
ajmw	𢶔
ajmx	担当
ajnb	捏紧
ajnd	𢬽
ajnm	提點
ajnr	提些
ajnu	𱠚
ajo	𢫵
ajoc	提案
ajoc	𢲋
ajod	攝影家
ajod	摄影家
ajoh	提请
ajok	提审
ajol	提高
ajom	撔
ajoo	提议
ajoq	提審
ajot	提交
ajov	揚棄
ajov	提讯
ajoy	揭密
ajph	揭穿
ajpl	提问
ajpt	揣摩
ajqd	𢮆
ajqf	揭短
ajqi	𢮶
ajqn	提篮
ajqo	𭡏
ajqr	提笔
ajqs	提升
ajqs	提籃
ajqx	提筆
ajrc	捍衛
ajrc	捍衞
ajrf	摧毁
ajrh	摧毀
ajrh	担待
ajri	𢬒
ajrl	提名
ajrl	揚名
ajrl	揚程
ajrr	掍
ajrr	𭡨
ajry	揭秘
ajs	揣
ajs	𢩳
ajsb	捏緊
ajsd	𢳂
ajse	提花
ajsf	攜帶
ajsh	提著
ajsh	𢮹
ajsj	揭幕
ajsk	㩧
ajsm	𢳐
ajso	𢮅
ajsr	揣
ajsr	𦔺
ajsr	𱠻
ajsu	撂荒
ajsu	㨏
ajt	𱟱
ajta	𢰐
ajta	𭡧
ajte	𢱩
ajtj	提留
ajtn	𢳳
ajtt	𫽜
ajtu	攜手
ajtu	提手
ajtv	𢭞
ajtw	揭牌
ajtw	𢳕
ajtx	𢯤
ajua	揚言
ajua	提炼
ajua	探照灯
ajub	探照燈
ajuf	提煉
ajuf	摄影师
ajuh	提請
ajuj	提单
ajuk	提神
ajum	提着
ajut	揭底
ajuu	提議
ajuv	提訊
ajuw	提前
ajuy	揭祕
ajv	抇
ajv	𢪏
ajva	提纯
ajvk	担子
ajvk	提纲
ajvk	担纲
ajvo	提及
ajvu	䏉
ajvu	𢷑
ajvv	𢰠
ajvv	𢹴
ajw	揭
ajwc	提包
ajwe	𢶆
ajwg	𦖤
ajwg	𭡦
ajwi	摧
ajwk	𢹂
ajwl	攜
ajwl	捏造
ajwm	擝
ajwm	𢱦
ajwn	𢺫
ajwr	掲
ajws	㩎
ajwt	掦
ajwu	𢶼
ajwu	𱰑
ajwv	㩗
ajwv	𢯮
ajww	𪮤
ajwx	揭
ajx	搨
ajxe	揭发
ajxf	捍卫
ajxg	捑
ajxl	担架
