一	〔一・Fiƒ〕
咿	〔口亻彐丿・LEXQ〕
哀	〔亠口𧘇・OLRy〕
品	〔口口口・LLLv〕
哂	〔口西・LDi〕
哄	〔口龷八・LSTb〕
哆	〔口夕夕・LRRk〕
哇	〔口土土・LHHv〕
哈	〔口合・LYe〕
哉	〔十戈口・DGLv〕
哌	〔口{𠂆同斤}𧘇・LERy〕
响	〔口向・LRn〕
哎	〔口艹乂・LSWa〕
哏	〔口艮・LVn〕
哐	〔口匚王・LGGv〕
哑	〔口丌䒑・LAUh〕
哒	〔口大辶・LGPo〕
哓	〔口七丿兀・LAQH〕
哔	〔口匕匕十・LRRD〕
哕	〔口山夕・LJRk〕
哗	〔口亻匕十・LERD〕
哙	〔口人二厶・LTSV〕
哚	〔口几木・LQFv〕
哜	〔口文{介下同八}・LPTb〕
哝	〔口冖𧘇・LYRy〕
哞	〔口厶牛・LVWn〕
哟	〔口纟{⼓同月}丶・LVWO〕
哥	〔丁口丁口・ALAL〕
哦	〔口丿扌戈・LQAG〕
哧	〔口土{介下同八}八・LHTT〕
哨	〔口小月・LMWv〕
哩	〔口甲二・LKSe〕
哪	〔口{顺折同乙}キ阝・LVAC〕
哭	〔口口犬・LLSq〕
哮	〔口耂子・LHVk〕
哲	〔扌斤口・AELv〕
哳	〔口扌斤・LAEj〕
哺	〔口甫・LFu〕
哼	〔口亠口了・LOLV〕
哽	〔口一日乂・LFJW〕
哿	〔力口丁口・XLAL〕
唁	〔口言・LUa〕
唆	〔口厶八夂・LVTE〕
唇	〔辰口・SLvn〕
唉	〔口厶矢・LVQi〕
唏	〔口乂{右上}巾・LWSM〕
唐	〔广{聿上同彐}口・UXLv〕
唑	〔口人人土・LTTH〕
唔	〔口一{五下同韋}口・LFCL〕
唛	〔口龶夂・LHEh〕
唠	〔口艹冖力・LSYX〕
唢	〔口小贝・LMKb〕
唣	〔口白七・LEAi〕
唤	〔口冖冂大・LYKG〕
唧	〔口彐厶卩・LXVX〕
唪	〔口𡗗キ・LGAv〕
唬	〔口虎・LMh〕
售	〔隹口・WLvi〕
唯	〔口隹・LWi〕
唰	〔口尸巾刂・LBMM〕
唱	〔口日日・LJJv〕
唳	〔口户犬・LISq〕
唷	〔口亠厶月・LOVW〕
唼	〔口立女・LICv〕
唾	〔口壬龷・LESo〕
唿	〔口{⼓同月}{两撇同彡}心・LWTY〕
啁	〔口{⺆同月}土口・LWHL〕
啃	〔口止月・LNWv〕
啄	〔口豕丶・LDOd〕
商	〔亠丷冂口・OUKL〕
啉	〔口木木・LFFv〕
啊	〔口阝丁口・LCAL〕
啐	〔口亠人十・LOTD〕
啕	〔口{⼓同月}缶・LWWo〕
啖	〔口火火・LUUv〕
啜	〔口又又又・LBBB〕
啡	〔口非・LLi〕
啤	〔口{卑上同鬼}十・LWDh〕
啥	〔口人干口・LTHL〕
啦	〔口扌立・LAIi〕
啧	〔口龶贝・LHKb〕
啪	〔口扌白・LAEb〕
啬	〔十䒑囗口・DUNL〕
啭	〔口车二丶・LHSO〕
啮	〔口止人凵・LNTX〕
啵	〔口氵皮・LIVp〕
啶	〔口宀一龰・LOFN〕
啷	〔口丶彐阝・LOXC〕
啸	〔口{聿上同彐}{介下同八}八・LXTT〕
啻	〔亠丷冖口・OUYL〕
啼	〔口亠丷巾・LOUM〕
啾	〔口禾火・LRUv〕
喀	〔口宀夂口・LOEL〕
喁	〔口禺・LKy〕
喂	〔口田{畏下同匚}・LJGf〕
喃	〔口十冂十・LDKD〕
善	〔羊䒑口・UULv〕
喇	〔口木口刂・LFLM〕
喈	〔口匕匕白・LRRE〕
喉	〔口亻{コ同又}矢・LEBQ〕
喊	〔口戊一口・LDFL〕
喋	〔口世木・LHFv〕
喏	〔口艹{右上}口・LSSL〕
喑	〔口立日・LIJv〕
喔	〔口尸至・LBHk〕
喘	〔口山而・LJSr〕
喙	〔口{互中同母}豕・LBDs〕
喜	〔士口䒑口・HLUL〕
喝	〔口日{⼓同月}{逆折同乚}・LJWX〕
喟	〔口田月・LJWv〕
喧	〔口宀二日・LOSJ〕
喱	〔口厂甲二・LSKS〕
喳	〔口木日一・LFJF〕
喵	〔口艹田・LSJt〕
喷	〔口十卄贝・LDSK〕
喹	〔口大土土・LGHH〕
喻	〔口人一刂・LTFM〕
喽	〔口米女・LPCv〕
喾	〔{三點同氵}冖⺧口・IYWL〕
嗄	〔口{丆同石}目夂・LDME〕
嗅	〔口自犬・LTSq〕
嗉	〔口龶糸・LHBs〕
嗌	〔口䒑八皿・LUTM〕
嗍	〔口䒑{屮同凵}月・LUXW〕
嗑	〔口土厶皿・LHVM〕
嗒	〔口艹合・LSYe〕
嗓	〔口又又木・LBBF〕
嗔	〔口十且八・LDMT〕
嗖	〔口臼丨又・LRNB〕
嗜	〔口耂匕日・LHRJ〕
嗝	〔口一口丨・LFLN〕
嗟	〔口羊工・LUFo〕
嗡	〔口八厶羽・LTVX〕
嗣	〔口冊{顺折同乙}口・LNVL〕
嗤	〔口{屮同凵}一虫・LXFK〕
嗥	〔口白大十・LEGD〕
嗦	〔口十冖糸・LDYB〕
嗨	〔口氵{丿一同竹}母・LIQB〕
嗪	〔口𡗗禾・LGRh〕
嗫	〔口耳又又・LABB〕
嗬	〔口艹亻口・LSEL〕
嗯	〔口囗大心・LNGY〕
嗲	〔口八乂夕・LTWR〕
嗳	〔口爪冖又・LEYB〕
嗵	〔口{マ同又}用辶・LBTP〕
嗷	〔口龶{⼓同月}夂・LHWE〕
嗽	〔口木口欠・LFLE〕
嗾	〔口方{丿一同竹}矢・LOQQ〕
嘀	〔口亠丷古・LOUD〕
嘁	〔口戊上小・LDKM〕
嘈	〔口{冓上同艹}冂日・LSKJ〕
嘉	〔士口䒑口・HLUL〕
嘌	〔口覀示・LDHs〕
嘎	〔口{丆同石}目戈・LDMG〕
嘏	〔古尸二又・DBSB〕
嘘	〔口{虎头同虎}〢䒑・LMNU〕
嘛	〔口麻・LPa〕
嘞	〔口革力・LGXl〕
嘟	〔口耂日阝・LHJC〕
嘣	〔口山月月・LJWW〕
嘤	〔口贝贝女・LKKC〕
嘧	〔口宀心山・LOYJ〕
嘬	〔口日耳又・LJAB〕
嘭	〔口士口彡・LHLT〕
嘱	〔口尸丿冂・LBQK〕
嘲	〔口十早月・LDJW〕
嘴	〔口止匕用・LNRT〕
嘶	〔口其斤・LDEj〕
嘹	〔口大丷小・LGUM〕
嘻	〔口士口口・LHLL〕
嘿	〔口黑・LNe〕
噌	〔口丷日日・LUJJ〕
噍	〔口隹灬・LWUh〕
噎	〔口士冖䒑・LHYU〕
噔	〔口{登上同又}一䒑・LBFU〕
噗	〔口〢䒑夫・LNUG〕
噘	〔口厂䒑欠・LSUE〕
噙	〔口人文厶・LTPV〕
噜	〔口鱼日・LQJv〕
噢	〔口{向框同向}米大・LRPG〕
噤	〔口木木示・LFFH〕
器	〔口口犬口・LLSL〕
噩	〔王口口口・GLLL〕
噪	〔口口口木・LLLF〕
噫	〔口立日心・LIJY〕
噬	〔口竹工人・LQFT〕
噱	〔口{虎头同虎}豕・LMDs〕
噶	〔口艹日{逆折同乚}・LSJX〕
噻	〔口宀{冓上同艹}土・LOSH〕
噼	〔口尸口辛・LBLO〕
嚅	〔口雨而・LDSr〕
嚆	〔口艹亠口・LSOL〕
嚎	〔口亠口豕・LOLD〕
嚏	〔口十冖龰・LDYN〕
嚓	〔口宀{祭上同月}示・LOWH〕
嚣	〔口口{丆同石}口・LLDL〕
嚯	〔口雨隹・LDWi〕
嚷	〔口亠口𧘇・LOLR〕
嚼	〔口爪罒寸・LEMA〕
囊	〔十口冖𧘇・DLYR〕
囔	〔口十口𧘇・LDLR〕
囗	〔囗・Nwƒ〕
囚	〔囗人・NTew〕
四	〔囗儿・NQrw〕
囝	〔囗子・NVkw〕
回	〔囗口・NLvw〕
囟	〔{囟框同向}乂・RWan〕
因	〔囗大・NGdw〕
囡	〔囗女・NCvw〕
团	〔囗{于下}丿・NAQp〕
囤	〔囗七凵・NAXa〕
囫	〔囗{⼓同月}{两撇同彡}・NWTi〕
园	〔囗一兀・NFHw〕
困	〔囗木・NFvw〕
囱	〔{囟框同向}夂・REhn〕
围	〔囗キ{顺折同乙}・NAVi〕
囵	〔囗人匕・NTRi〕
囹	〔囗人丶{マ同又}・NTOB〕
固	〔囗古・NDgw〕
国	〔囗王丶・NGOd〕
图	〔囗夂{两点同二}・NESe〕
囿	〔囗{右上}月・NSWv〕
圃	〔囗甫・NFuw〕
圄	〔囗一{五下同韋}口・NFCL〕
圆	〔囗口贝・NLKb〕
圈	〔囗丷夫{顺折同乙}・NUGV〕
圉	〔囗土䒑十・NHUD〕
圊	〔囗龶月・NHWv〕
圜	〔囗罒一𧘇・NMFR〕
土	〔土・Hvƒ〕
圣	〔又土・BHvu〕
在	〔{右上}丨土・SNHv〕
圩	〔土一{于下}・HFAu〕
圪	〔土{丿一同竹}乙・HQVi〕
圬	〔土一丂・HFSk〕
圭	〔土土・HHv〕
圮	〔土己・HBj〕
圯	〔土巳・HCk〕
地	〔土也・HCy〕
圳	〔土川・HQc〕
圹	〔土广・HUu〕
场	〔土{顺折同乙}{两撇同彡}・HVTi〕
圻	〔土斤・HEj〕
圾	〔土乃丶・HVOd〕
址	〔土止・HNi〕
坂	〔土{𠂆同斤}又・HEBu〕
均	〔土{⼓同月}二・HWSe〕
坊	〔土方・HOg〕
坌	〔八刀土・TBHv〕
坍	〔土{⺆同月}亠・HWOv〕
坎	〔土欠・HEi〕
坏	〔土不・HDu〕
坐	〔人人土・TTHv〕
坑	〔土亠几・HOQj〕
块	〔土{コ同又}人・HBTe〕
坚	〔〢又土・NBHv〕
坛	〔土二厶・HSVv〕
坜	〔土厂力・HSXl〕
坝	〔土贝・HKb〕
坞	〔土乌・HEw〕
坟	〔土文・HPw〕
坠	〔阝人土・CTHv〕
坡	〔土皮・HVp〕
坤	〔土申・HKe〕
坦	〔土日一・HJFi〕
坨	〔土宀匕・HORi〕
坩	〔土卄二・HSSe〕
坪	〔土干丷・HHUh〕
坫	〔土卜口・HMLv〕
坭	〔土尸匕・HBRi〕
坯	〔土不一・HDFi〕
坳	〔土幺力・HVXl〕
坶	〔土母・HBm〕
坷	〔土丁口・HALv〕
坻	〔土{卬左同卯}七丶・HTAO〕
坼	〔土斤丶・HEOd〕
垂	〔壬龷・ESoe〕
垃	〔土立・HIi〕
垄	〔尤丿土・DQHv〕
垅	〔土尤丿・HDQp〕
垆	〔土卜尸・HMBv〕
型	〔一卄刂土・FSMH〕
垌	〔土冂一口・HKFL〕
垒	〔厶厶厶土・VVVH〕
垓	〔土亥・HOi〕
垛	〔土几木・HQFv〕
垠	〔土艮・HVn〕
垡	〔亻戈土・EGHv〕
垢	〔土{𠂆同斤}一口・HEFL〕
垣	〔土二日・HSJv〕
垤	〔土至・HHk〕
垦	〔艮土・VHvn〕
垧	〔土向・HRn〕
垩	〔丌䒑土・AUHv〕
垫	〔扌九丶土・AYOH〕
垭	〔土丌䒑・HAUh〕
垮	〔土大一丂・HGFS〕
垲	〔土山己・HJBj〕
垴	〔土文凵・HPXa〕
垸	〔土宀一兀・HOFH〕
埂	〔土一日乂・HFJW〕
埃	〔土厶矢・HVQi〕
埋	〔土甲二・HKSe〕
城	〔土戊{顺折同乙}・HDVi〕
埏	〔土丿止廴・HQNX〕
埒	〔土爪寸・HEAc〕
埔	〔土甫・HFu〕
埕	〔土口王・HLGv〕
埘	〔土日寸・HJAc〕
埙	〔土口贝・HLKb〕
埚	〔土口冂人・HLKT〕
埝	〔土人丶心・HTOY〕
域	〔土戈口一・HGLF〕
埠	〔土𠂤十・HYDh〕
埤	〔土{卑上同鬼}十・HWDh〕
埭	〔土彐水・HXKh〕
埯	〔土大电・HGKd〕
埴	〔土十且・HDMi〕
埸	〔土日{⼓同月}{两撇同彡}・HJWT〕
培	〔土立口・HILv〕
基	〔其土・DHvq〕
埽	〔土彐冖巾・HXYM〕
堀	〔土尸{屮同凵}凵・HBXX〕
堂	〔尚土・NHvs〕
堆	〔土隹・HWi〕
堇	〔革二・GSee〕
堋	〔土月月・HWWv〕
堍	〔土冖口丶・HYLO〕
堑	〔车斤土・HEHv〕
堕	〔阝{右上}月土・CSWH〕
堙	〔土覀土・HDHv〕
堞	〔土世木・HHFv〕
堠	〔土亻{コ同又}矢・HEBQ〕
堡	〔亻口木土・ELFH〕
堤	〔土日一龰・HJFN〕
堪	〔土其{逆折同乚}・HDXi〕
堰	〔土匚日女・HGJC〕
堵	〔土耂日・HHJv〕
塄	〔土罒方・HMOg〕
塌	〔土日羽・HJXu〕
塍	〔月丷夫土・WUGH〕
塑	〔䒑{屮同凵}月土・UXWH〕
塔	〔土艹合・HSYe〕
塘	〔土广{聿上同彐}口・HUXL〕
塞	〔宀{冓上同艹}八土・OSTH〕
塥	〔土一口丨・HFLN〕
填	〔土十且八・HDMT〕
塬	〔土厂白小・HSEM〕
塾	〔亠口子土・OLVH〕
墀	〔土尸水牛・HBKW〕
墁	〔土日罒又・HJMB〕
境	〔土立日儿・HIJQ〕
墅	〔甲二予土・KSCH〕
墉	〔土广{聿上同彐}月・HUXW〕
墒	〔土亠丷口・HOUL〕
墓	〔艹日大土・SJGH〕
墙	〔土十䒑口・HDUL〕
墚	〔土氵刀木・HIBF〕
增	〔土丷日日・HUJJ〕
墟	〔土{虎头同虎}〢䒑・HMNU〕
墨	〔黑土・NHve〕
墩	〔土亠口夂・HOLE〕
墼	〔車凵殳土・GXQH〕
壁	〔尸口辛土・BLOH〕
壅	〔亠{纟上同纟}丿土・OVQH〕
壑	〔卜冖一土・MYFH〕
壕	〔土亠口豕・HOLD〕
壤	〔土亠口𧘇・HOLR〕
士	〔士・Hhƒ〕
壬	〔壬・Eeƒ〕
壮	〔丬士・UHhh〕
声	〔士{眉上同尸}・HBvh〕
壳	〔士冖几・HYQj〕
壶	〔士冖〢䒑・HYNU〕
壹	〔士冖一䒑・HYFU〕
夂	〔夂・Ehƒ〕
处	〔夂卜・EMoh〕
备	〔夂田・EJth〕
复	〔{丿一同竹}日夂・QJEh〕
夏	〔{丆同石}目夂・DMEh〕
夔	〔䒑自止夂・UTNE〕
夕	〔夕・Rkƒ〕
外	〔夕卜・RMok〕
夙	〔几歹・QDdj〕
多	〔夕夕・RRkk〕
夜	〔亠亻夂丶・OEEO〕
够	〔{⼓同月}口夕夕・WLRR〕
夤	〔夕宀一八・ROFT〕
夥	〔日木夕夕・JFRR〕
大	〔大・Gdƒ〕
天	〔一大・FGdi〕
太	〔大丶・GOdd〕
夫	〔夫・Guƒ〕
夭	〔夭・Eoƒ〕
央	〔冂大・KGdg〕
夯	〔大力・GXld〕
失	〔丿夫・QGup〕
头	〔{两点同二}大・SGde〕
夷	〔大弓・GVgd〕
夸	〔大一丂・GFSk〕
夹	〔夫丷・GUhu〕
夺	〔大寸・GAcd〕
夼	〔大川・GQcd〕
奁	〔大匚乂・GGWa〕
奂	〔冖冂大・YKGd〕
奄	〔大电・GKdd〕
奇	〔大丁口・GALv〕
奈	〔大示・GHsd〕
奉	〔𡗗キ・GAvu〕
奋	〔大田・GJtd〕
奎	〔大土土・GHHv〕
奏	〔𡗗一大・GFGd〕
契	〔丰刀大・DBGd〕
奔	〔大十卄・GDSo〕
奕	〔亦大・PGdi〕
奖	〔丬夕大・URGd〕
套	〔大{镸同長}・GHad〕
奘	〔爿士大・XHGd〕
奚	〔爪幺大・EVGd〕
奠	〔丷酉大・UGGd〕
奢	〔大耂日・GHJv〕
奥	〔{向框同向}米大・RPGd〕
女	〔女・Cvƒ〕
奴	〔女又・CBu〕
奶	〔女乃・CVa〕
奸	〔女干・CHg〕
她	〔女也・CCy〕
好	〔女子・CVk〕
妁	〔女{⼓同月}丶・CWOd〕
如	〔女口・CLv〕
妃	〔女己・CBj〕
妄	〔亡女・UCvw〕
妆	〔丬女・UCvh〕
妇	〔女彐・CXv〕
妈	〔女马・CXm〕
妊	〔女壬・CEe〕
妍	〔女一卄・CFSo〕
妒	〔女户・CIh〕
妓	〔女十又・CDBu〕
妖	〔女夭・CEo〕
妗	〔女人丶{顺折同乙}・CTOV〕
妙	〔女小丿・CMQp〕
妞	〔女丑・CBc〕
妣	〔女匕匕・CRRi〕
妤	〔女予・CCu〕
妥	〔爪女・ECvk〕
妨	〔女方・COg〕
妩	〔女一尢・CFDo〕
妪	〔女匚乂・CGWa〕
妫	〔女丶力丶・COXO〕
妮	〔女尸匕・CBRi〕
妯	〔女由・CKo〕
妲	〔女日一・CJFi〕
妹	〔女未・CHe〕
妻	〔十彐女・DXCv〕
妾	〔立女・ICvi〕
姆	〔女母・CBm〕
姊	〔女丿{逆折同乚}丿・CQXQ〕
始	〔女厶口・CVLv〕
姐	〔女且・CMi〕
姑	〔女古・CDg〕
姒	〔女{逆折同乚}丶人・CXOT〕
姓	〔女生・CWg〕
委	〔禾女・RCvh〕
姗	〔女{⺆同月}{⺆同月}一・CWWF〕
姘	〔女䒑卄・CUSo〕
姚	〔女儿二二・CQSS〕
姜	〔䒑土女・UHCv〕
姝	〔女牛八・CWTb〕
姣	〔女亠八乂・COTW〕
姥	〔女耂匕・CHRi〕
姨	〔女大弓・CGVg〕
姬	〔女匚丨丨・CGNN〕
姹	〔女宀丿七・COQA〕
姻	〔女囗大・CNGd〕
姿	〔二欠女・SECv〕
威	〔戊一女・DFCv〕
娃	〔女土土・CHHv〕
娄	〔米女・PCvm〕
娅	〔女丌䒑・CAUh〕
娆	〔女七丿兀・CAQH〕
娇	〔女夭{介下同八}・CETb〕
娈	〔亦女・PCvi〕
娉	〔女由丂・CKSk〕
娌	〔女甲二・CKSe〕
娑	〔氵小丿女・IMQC〕
娓	〔女尸毛・CBRm〕
娘	〔女丶艮・COVn〕
娜	〔女{顺折同乙}キ阝・CVAC〕
娟	〔女口月・CLWv〕
娠	〔女辰・CSn〕
娣	〔女丷弓丿・CUVQ〕
娥	〔女丿扌戈・CQAG〕
娩	〔女冖口儿・CYLQ〕
娱	〔女口一大・CLFG〕
娲	〔女口冂人・CLKT〕
娴	〔女门木・CPFv〕
娶	〔耳又女・ABCv〕
娼	〔女日日・CJJv〕
婀	〔女阝丁口・CCAL〕
婆	〔氵皮女・IVCv〕
婉	〔女宀夕{顺折同乙}・CORV〕
婊	〔女龶𧘇・CHRy〕
婕	〔女一彐龰・CFXN〕
婚	〔女{卬左同卯}七日・CTAJ〕
婢	〔女{卑上同鬼}十・CWDh〕
婧	〔女龶月・CHWv〕
婪	〔木木女・FFCv〕
婴	〔贝贝女・KKCv〕
婵	〔女丷日十・CUJD〕
婶	〔女宀申・COKe〕
婷	〔女亠口丁・COLA〕
婺	〔矛夂女・CECv〕
婿	〔女{顺折同乙}龰月・CVNW〕
媒	〔女卄二木・CSSF〕
媚	〔女{眉上同尸}目・CBMu〕
媛	〔女爪干又・CEHB〕
媪	〔女日皿・CJMn〕
媲	〔女{囟框同向}乂匕・CRWR〕
媳	〔女自心・CTYn〕
媵	〔月丷夫女・WUGC〕
媸	〔女{屮同凵}一虫・CXFK〕
媾	〔女{冓上同艹}冂土・CSKH〕
嫁	〔女宀豕・CODs〕
嫂	〔女臼丨又・CRNB〕
嫉	〔女疒矢・CPQi〕
嫌	〔女䒑彐八・CUXT〕
嫒	〔女爪冖又・CEYB〕
嫔	〔女宀亻八・COET〕
嫖	〔女覀示・CDHs〕
嫘	〔女田糸・CJBs〕
嫜	〔女立早・CIJo〕
嫠	〔未夂厂女・HESC〕
嫡	〔女亠丷古・COUD〕
嫣	〔女一止灬・CFNU〕
嫦	〔女尚巾・CNMv〕
嫩	〔女木口夂・CFLE〕
嫫	〔女艹日大・CSJG〕
嫱	〔女十䒑口・CDUL〕
嬉	〔女士口口・CHLL〕
嬖	〔尸口辛女・BLOC〕
嬗	〔女亠囗一・CONF〕
嬲	〔田力女力・JXCX〕
嬴	〔{贏頭同亡}女・UCvw〕
嬷	〔女麻丿厶・CPQV〕
孀	〔女雨木目・CDFM〕
子	〔子・Vkƒ〕
孑	〔了一・VFil〕
孓	〔了㇏・VOdl〕
孔	〔子{逆折同乚}・VXik〕
孕	〔乃子・VVka〕
字	〔宀子・OVk〕
存	〔{右上}丨子・SNVk〕
孙	〔子小・VMak〕
孚	〔爪子・EVkk〕
孛	〔十冖子・DYVk〕
孜	〔子夂・VEhk〕
孝	〔耂子・HVk〕
孟	〔子皿・VMnk〕
孢	〔子{⼓同月}巳・VWCk〕
季	〔禾子・RVkh〕
孤	〔子瓜・VQuk〕
孥	〔女又子・CBVk〕
学	〔{三點同氵}冖子・IYVk〕
孩	〔子亥・VOik〕
孪	〔亦子・PVki〕
孬	〔不女子・DCVk〕
孰	〔亠口子丶・OLVO〕
孱	〔尸子子子・BVVV〕
孳	〔䒑幺幺子・UVVV〕
孵	〔卯丶丶子・TOOV〕
孺	〔子雨而・VDSr〕
孽	〔艹𠂤辛子・SYOV〕
宀	〔宀・Ovƒ〕
宁	〔宀丁・OAn〕
它	〔宀匕・ORi〕
宄	〔宀九・OYj〕
宅	〔宀丿七・OQAi〕
宇	〔宀一{于下}・OFAu〕
守	〔宀寸・OAc〕
安	〔宀女・OCv〕
宋	〔宀木・OFv〕
完	〔宀一兀・OFHw〕
宏	〔宀{右上}厶・OSVv〕
宓	〔宀心丿・OYQp〕
宕	〔宀石・ODv〕
宗	〔宀示・OHs〕
官	〔宀尸{コ同又}・OBBu〕
宙	〔宀由・OKo〕
定	〔宀一龰・OFNh〕
宛	〔宀夕{顺折同乙}・ORVi〕
宜	〔宀且・OMi〕
宝	〔宀王丶・OGOd〕
实	〔宀{两点同二}大・OSGd〕
宠	〔宀尤丿・ODQp〕
审	〔宀申・OKe〕
客	〔宀夂口・OELv〕
宣	〔宀二日・OSJv〕
室	〔宀至・OHk〕
宥	〔宀{右上}月・OSWv〕
宦	〔宀臣・OSc〕
宪	〔宀⺧儿・OWQr〕
宫	〔宀口口・OLLv〕
宰	〔宀辛・OOx〕
害	〔宀丰口・ODLv〕
宴	〔宀日女・OJCv〕
宵	〔宀小月・OMWv〕
家	〔宀豕・ODs〕
宸	〔宀辰・OSn〕
容	〔穴人口・PTLv〕
宽	〔宀艹见・OSKx〕
宾	〔宀亻工八・OEFT〕
宿	〔宀亻{丆同石}日・OEDJ〕
寂	〔宀上小又・OKMB〕
寄	〔宀大丁口・OGAL〕
寅	〔宀一由八・OFKT〕
密	〔宀心丿山・OYQJ〕
寇	〔宀一兀攴・OFHK〕
富	〔宀一口田・OFLJ〕
寐	〔宀爿未・OXHe〕
寒	〔宀{冓上同艹}八{两点同二}・OSTS〕
寓	〔宀禺・OKy〕
寝	〔宀丬彐又・OUXB〕
寞	〔宀艹日大・OSJG〕
察	〔宀{祭上同月}示・OWHs〕
寡	〔宀{丆同石}且刀・ODMB〕
寤	〔宀爿一口・OXFL〕
寥	〔宀羽人彡・OXTT〕
寨	〔宀{冓上同艹}八木・OSTF〕
寮	〔宀大丷小・OGUM〕
寰	〔宀罒一𧘇・OMFR〕
寸	〔寸・Acƒ〕
对	〔又寸・BAcu〕
寺	〔土寸・HAc〕
寻	〔彐寸・XAc〕
导	〔巳寸・CAck〕
寿	〔丰寸・DAcn〕
封	〔土土寸・HHAc〕
射	〔身寸・WAce〕
将	〔丬夕寸・URAc〕
尉	〔尸示寸・BHAc〕
尊	〔丷酉寸・UGAc〕
小	〔小・Maƒ〕
少	〔小丿・MQpa〕
尔	〔冖小・YMa〕
尕	〔乃小・VMaa〕
尖	〔小大・MGda〕
尘	〔小土・MHva〕
尚	〔尚・Nsƒ〕
尜	〔小大小・MGMa〕
尝	〔{尚头同尚}二厶・NSVv〕
尢	〔尢・Doƒƒ〕
尤	〔尤・Doƒ〕
尥	〔尢{⼓同月}丶・DWOd〕
尧	〔七丿兀・AQHw〕
尬	〔尢人{介下同八}・DTTb〕
就	〔亠口小尤・OLMD〕
尴	〔尢〢{⺮右同竹}皿・DNQM〕
尸	〔尸・Bvƒ〕
尹	〔彐丿・XQp〕
尺	〔尸㇏・BOd〕
尻	〔尸九・BYj〕
尼	〔尸匕・BRi〕
尽	〔尸㇏{两点同二}・BOSe〕
尾	〔尸毛・BRm〕
尿	〔尸水・BKh〕
局	〔尸{顺折同乙}口・BVLv〕
屁	〔尸匕匕・BRRi〕
层	〔尸二厶・BSVv〕
居	〔尸古・BDg〕
屈	〔尸{屮同凵}凵・BXXa〕
屉	〔尸世・BHi〕
届	〔尸由・BKo〕
屋	〔尸至・BHk〕
屎	〔尸米・BPm〕
屏	〔尸䒑卄・BUSo〕
屐	〔尸彳十又・BRDB〕
屑	〔尸小月・BMWv〕
展	〔尸艹{畏下同匚}・BSGf〕
屙	〔尸阝丁口・BCAL〕
属	〔尸丿虫冂・BQKK〕
屠	〔尸耂日・BHJv〕
屡	〔尸米女・BPCv〕
屣	〔尸彳止龰・BRNN〕
履	〔尸彳{丿一同竹}夂・BRQE〕
屦	〔尸彳米女・BRPC〕
屮	〔{屮同凵}・Xaƒƒ〕
屯	〔七凵・AXai〕
山	〔山・Jsƒ〕
屹	〔山{丿一同竹}乙・JQVi〕
屺	〔山己・JBjs〕
屿	〔山丂一・JSFi〕
岁	〔山夕・JRks〕
岂	〔山己・JBjs〕
岈	〔山牙・JHys〕
岌	〔山乃丶・JVOd〕
岍	〔山一卄・JFSo〕
岐	〔山十又・JDBu〕
岑	〔山人丶{顺折同乙}・JTOV〕
岔	〔八刀山・TBJs〕
岖	〔山匚乂・JGWa〕
岗	〔山冂乂・JKWa〕
岘	〔山见・JKxs〕
岙	〔夭山・EJso〕
岚	〔山几乂・JQWa〕
岛	〔{鸟上同鸟}山・YJsa〕
岜	〔山巴・JCbs〕
岢	〔山丁口・JALv〕
岣	〔山{⼓同月}口・JWLv〕
岩	〔山石・JDvs〕
岫	〔山由・JKos〕
岬	〔山甲・JKjs〕
岭	〔山人丶{マ同又}・JTOB〕
岱	〔亻弋山・EGJs〕
岳	〔亻工山・EFJs〕
岵	〔山古・JDgs〕
岷	〔山巳七・JCAi〕
岸	〔山厂干・JSHg〕
岽	〔山七小・JAMa〕
岿	〔山リ彐・JUXv〕
峁	〔山卯・JTas〕
峄	〔山又キ・JBAv〕
峋	〔山{⼓同月}日・JWJv〕
峒	〔山冂一口・JKFL〕
峙	〔山土寸・JHAc〕
峡	〔山夫丷・JGUh〕
峤	〔山夭{介下同八}・JETb〕
峥	〔山冖彐{顺折同乙}・JYXV〕
峦	〔亦山・PJsi〕
峨	〔山丿扌戈・JQAG〕
峪	〔山八人口・JTTL〕
峭	〔山小月・JMWv〕
峰	〔山夂丰・JEDn〕
峻	〔山厶八夂・JVTE〕
崂	〔山艹冖力・JSYX〕
崃	〔山一米・JFPm〕
崆	〔山穴工・JPFo〕
崇	〔山宀示・JOHs〕
崎	〔山大丁口・JGAL〕
崔	〔山隹・JWis〕
崖	〔山厂土土・JSHH〕
崛	〔山尸{屮同凵}凵・JBXX〕
崞	〔山亠口子・JOLV〕
崤	〔山乂{右上}月・JWSW〕
崦	〔山大电・JGKd〕
崧	〔山木八厶・JFTV〕
崩	〔山月月・JWWv〕
崭	〔山车斤・JHEj〕
崮	〔山囗古・JNDg〕
崴	〔山戊一女・JDFC〕
崽	〔山田心・JJYn〕
崾	〔山覀女・JDCv〕
嵇	〔禾尤山・RDJs〕
嵊	〔山禾丬匕・JRUR〕
嵋	〔山{眉上同尸}目・JBMu〕
嵌	〔山卄二欠・JSSE〕
嵘	〔山艹冖木・JSYF〕
嵛	〔山人一刂・JTFM〕
嵝	〔山米女・JPCv〕
嵩	〔山亠口口・JOLL〕
嵫	〔山䒑幺幺・JUVV〕
嵬	〔山鬼・JWus〕
嵯	〔山羊工・JUFo〕
嵴	〔山二二月・JSSW〕
