char,division,code,region
舞,竹艹歹扌,QSDA,GB2312
脱,月丷口儿,WULQ,GB2312
广,广,Uu,GB2312
姑,女古,CDg,GB2312
麻,麻,Pa,GB2312
投,扌殳,AQh,GB2312
顶,丁石贝,ADKb,GB2312
致,至夂,HEhk,GB2312
责,龶贝,HKbn,GB2312
景,日亠口小,JOLM,GB2312
营,艹冖口口,SYLL,GB2312
维,纟隹,VWis,GB2312
设,讠殳,OQha,GB2312
坏,土不,HDu,GB2312
啦,口扌立,LAIi,GB2312
秀,禾乃,RVah,GB2312
败,贝夂,KEhb,GB2312
眉,尸目,BMvh,GB2312
州,氵川,IWh,GB2312
药,艹纟月丶,SVWO,GB2312
承,乙水三,VKFn,GB2312
案,宀女木,OCFv,GB2312
狼,犭丶艮,ROVn,GB2312
专,二乚丶,SXOd,GB2312
偷,亻人一刂,ETFM,GB2312
画,一田屮,FJXc,GB2312
吴,口一大,LFGd,GB2312
店,广卜口,UMLv,GB2312
哦,口丿扌戈,LQAG,GB2312
弹,弓丷日十,VUJD,GB2312
食,食,Ys,GB2312
欲,八人口欠,TTLE,GB2312
抬,扌厶口,AVLv,GB2312
标,木示,FHs,GB2312
秋,禾火,RUoh,GB2312
厉,厂石乙,SDVi,GB2312
良,丶艮,OVnd,GB2312
际,阝示,CHsf,GB2312
状,丬犬,USaq,GB2312
烦,火石贝,UDKb,GB2312
午,竹十,QDh,GB2312
摆,扌罒土厶,AMHV,GB2312
戏,又戈,BGgu,GB2312
桌,卜日木,MJFv,GB2312
船,舟几口,QQLv,GB2312
短,矢一口丷,QFLU,GB2312
村,木寸,FAc,GB2312
某,艹二木,SSFv,GB2312
摸,扌艹日大,ASJG,GB2312
付,亻寸,EAc,GB2312
演,氵宀一八,IOFT,GB2312
规,夫见,GKxu,GB2312
萧,艹彐小八,SXMT,GB2312
封,土土寸,HHAc,GB2312
握,扌尸至,ABHk,GB2312
田,田,Ji,GB2312
唐,广又古,UBDg,GB2312
藏,艹戈爿臣,SGXS,GB2312
震,雨辰,DSny,GB2312
混,氵日匕匕,IJRR,GB2312
虚,虎〢丷,MNUa,GB2312
透,禾乃辶,RVPo,GB2312
纪,纟己,VBjs,GB2312
凌,二土八夂,SHTE,GB2312
休,亻木,EFv,GB2312
嘛,口麻,LPa,GB2312
梅,木竹母,FQBm,GB2312
紫,止匕糸,NRBv,GB2312
歌,丁口丁欠,ALAE,GB2312
临,〢竹日,NQJv,GB2312
毒,龶母,HBmn,GB2312
宗,宀示,OHs,GB2312
著,艹土日,SHJv,GB2312
索,十冖糸,DYBv,GB2312
印,卯一卩,TFXj,GB2312
寻,彐寸,XAc,GB2312
湖,氵古月,IDWv,GB2312
劲,又工力,BFXl,GB2312
职,耳口八,ALTb,GB2312
技,扌十又,ADBu,GB2312
恨,心艮,YVn,GB2312
婆,氵皮女,IVCv,GB2312
杰,木灬,FUi,GB2312
羽,羽,Xu,GB2312
咱,口自,LTk,GB2312
素,龶糸,HBvn,GB2312
凡,凡,Qn,GB2312
值,亻十且,EDMq,GB2312
飘,西示几乂,DHQW,GB2312
养,丷夫八,UGTb,GB2312
嘿,口黑,LNe,GB2312
普,丷〢丷日,UNUJ,GB2312
宁,宀丁,OAn,GB2312
吓,口丅丶,LAOd,GB2312
兽,丷田一口,UJFL,GB2312
夏,石目夂,DMEh,GB2312
读,讠十乙大,ODVG,GB2312
街,彳土土亍,RHHA,GB2312
牛,牛,Wn,GB2312
仿,亻方,EOg,GB2312
胸,月月乂屮,WWWX,GB2312
浪,氵丶艮,IOVn,GB2312
富,宀一口田,OFLJ,GB2312
尚,尚,Ns,GB2312
宇,宀一{于下},OFAu,GB2312
骨,骨,Mg,GB2312
智,矢口日,QLJv,GB2312
纷,纟八刀,VTBa,GB2312
升,丿艹,QSvp,GB2312
叔,上小又,KMBu,GB2312
善,羊丷口,UULv,GB2312
弱,弓二弓二,VSVS,GB2312
架,力口木,XLFv,GB2312
卖,十乙二大,DVSG,GB2312
袋,亻弋亠𧘇,EGOW,GB2312
网,冂乂乂,KWWa,GB2312
朱,丿未,QHep,GB2312
骂,口口马,LLXa,GB2312
雄,𠂇厶隹,SVWi,GB2312
赛,宀艹八贝,OSTK,GB2312
略,田夂口,JELv,GB2312
杯,木不,FDu,GB2312
施,方竹也,OQCy,GB2312
墙,土十丷口,HDUL,GB2312
环,王不,GDu,GB2312
罪,罒非,MLiw,GB2312
牙,牙,Hy,GB2312
窗,穴向夂,PREh,GB2312
柳,木卯,FTa,GB2312
厅,厂丁,SAnh,GB2312
搞,扌高,APg,GB2312
端,立山而,IJSe,GB2312
洞,氵冂一口,IKFL,GB2312
适,舌辶,RPoe,GB2312
拥,扌用,ATn,GB2312
释,丿米又扌,QPBA,GB2312
洋,氵羊,IUg,GB2312
肩,户月,OWvh,GB2312
魂,二厶鬼,SVWu,GB2312
闹,门亠巾,POMj,GB2312
蒙,艹冖一豕,SYFD,GB2312
洗,氵牛儿,IWQr,GB2312
灯,火丁,UAno,GB2312
借,亻艹日,ESJv,GB2312
伯,亻白,EEb,GB2312
免,冖口儿,YLQr,GB2312
菜,艹爪木,SEFv,GB2312
验,马人二氵,XTSI,GB2312
凤,几又,QBuj,GB2312
鱼,鱼,Qy,GB2312
徐,彳人一木,RTFF,GB2312
型,一艹刂土,FSMH,GB2312
娜,女刀二阝,CBSC,GB2312
暴,日艹八水,JSTK,GB2312
亡,亡,Uw,GB2312
讨,讠寸,OAca,GB2312
辈,非车,LHci,GB2312
懂,心艹丿一,YSQF,GB2312
腿,月艮辶,WVPo,GB2312
灭,一火,FUoi,GB2312
妙,女小丿,CMQp,GB2312
效,亠八乂夂,OTWE,GB2312
危,冖厂乙,YSVi,GB2312
优,亻尤,EDo,GB2312
盘,舟皿,QMno,GB2312
套,大長,GHad,GB2312
丁,丁,An,GB2312
趣,走耳又,DABu,GB2312
妖,女夭,CEo,GB2312
束,木口,FLv,GB2312
杂,九木,YFvj,GB2312
诗,讠土寸,OHAc,GB2312
迎,卯卩辶,TXPo,GB2312
舍,人干口,THLv,GB2312
旧,丨日,MJvs,GB2312
彩,爪木彡,EFTi,GB2312
委,禾女,RCvh,GB2312
挂,扌土土,AHHv,GB2312
笔,竹毛,QRm,GB2312
狗,犭月口,RWLv,GB2312
鲜,鱼羊,QUgy,GB2312
纸,纟卯七,VTAi,GB2312
抗,扌亠几,AOQj,GB2312
探,扌冖八木,AYTF,GB2312
韩,十早扌乙,DJAV,GB2312
尼,尸匕,BRih,GB2312
控,扌穴工,APFo,GB2312
惜,心艹日,YSJv,GB2312
珠,王丿未,GQHe,GB2312
抽,扌由,AKo,GB2312
创,人乙刂,TVMd,GB2312
归,丨丿彐,MQXv,GB2312
挺,扌壬廴,AEXn,GB2312
奋,大田,GJid,GB2312
陪,阝立口,CILv,GB2312
硬,石一日乂,DFJW,GB2312
避,尸口辛辶,BLOP,GB2312
园,囗一兀,NFHw,GB2312
托,扌丿七,AQAi,GB2312
训,讠川,OWha,GB2312
勇,又用力,BTXl,GB2312
聊,耳卯,ATar,GB2312
奶,女乃,CVa,GB2312
庄,广土,UHvu,GB2312
奔,大十艹,GDSv,GB2312
镇,钅十且八,TDMT,GB2312
拳,丷夫手,UGTu,GB2312
采,爪木,EFvk,GB2312
研,石一艹,DFSv,GB2312
配,酉己,GBjo,GB2312
介,人八,TTbe,GB2312
尊,丷酉寸,UGAc,GB2312
冒,日目,JMv,GB2312
虑,虎心,MYvh,GB2312
敬,艹月口夂,SWLE,GB2312
丹,月亠,WOo,GB2312
舒,人干口予,THLC,GB2312
蛋,乙龰虫,VNKv,GB2312
哼,口亠口了,LOLV,GB2312
宋,宀木,OFv,GB2312
济,氵文八,IPTb,GB2312
妇,女彐,CXv,GB2312
箭,竹丷月刂,QUWM,GB2312
择,扌又扌,ABAv,GB2312
犯,犭乙,RVin,GB2312
欣,斤欠,EEqi,GB2312
甲,甲,Ka,GB2312
欧,匚乂欠,GWEq,GB2312
课,讠日木,OJFv,GB2312
扑,扌卜,AMo,GB2312
菲,艹非,SLi,GB2312
燕,艹一口灬,SFLU,GB2312
曲,冂艹,KSvg,GB2312
躲,身几木,WQFv,GB2312
玄,亠幺,OCoo,GB2312
幻,幺乙,CVio,GB2312
茶,艹人木,STFv,GB2312
折,扌斤,AEi,GB2312
伊,亻彐丿,EXQp,GB2312
傻,亻向乂夂,ERWE,GB2312
姓,女生,CWg,GB2312
源,氵厂白小,ISEM,GB2312
洛,氵夂口,IELv,GB2312
遍,户冊辶,ONPo,GB2312
臣,臣,Sc,GB2312
弃,亠厶艹,OVSv,GB2312
犹,犭尤,RDon,GB2312
占,卜口,MLvo,GB2312
漂,氵西示,IDHs,GB2312
挑,扌儿二二,AQSS,GB2312
获,艹犭犬,SRSa,GB2312
绿,纟彐水,VXKh,GB2312
峰,山夂丰,JEDn,GB2312
俊,亻厶八夂,EVTE,GB2312
疯,疒几乂,PQWa,GB2312
列,歹刂,DMdd,GB2312
森,木木木,FFFv,GB2312
妻,十彐女,DXCv,GB2312
恋,亦心,PYvi,GB2312
误,讠口一大,OLFG,GB2312
拜,手一丰,TFDn,GB2312
伟,亻扌乙,EAVi,GB2312
移,禾夕夕,RRRk,GB2312
纳,纟冂人,VKTe,GB2312
党,尚儿,NQrs,GB2312
罢,罒土厶,MHVv,GB2312
腰,月西女,WDCv,GB2312
巧,工丂,FSoo,GB2312
孤,子瓜,BQui,GB2312
闭,门{于下}丿,PAQp,GB2312
圆,囗口贝,NLKb,GB2312
碰,石丷〢丷,DUNU,GB2312
镜,钅立日儿,TIJQ,GB2312
软,车欠,HEqc,GB2312
厚,厂日子,SJBi,GB2312
累,田糸,JBvi,GB2312
昨,日竹卜,JQMo,GB2312
幽,山幺幺,JCCo,GB2312
悲,非心,LYvi,GB2312
丈,𠂇丶,SOdu,GB2312
牌,片鬼十,TWDh,GB2312
降,阝夂扌,CEAv,GB2312
颜,立丿彡贝,IQTK,GB2312
劳,艹冖力,SYXl,GB2312
偏,亻户冊,EONc,GB2312
省,小丿目,MQMv,GB2312
糊,米古月,PDWv,GB2312
馆,饣宀尸又,ROBB,GB2312
烧,火七丿兀,UAQH,GB2312
谓,讠田月,OJWv,GB2312
财,贝{于下}丿,KAQp,GB2312
舰,舟见,QKxo,GB2312
汗,氵干,IHg,GB2312
奈,大示,GHsd,GB2312
操,扌口口木,ALLF,GB2312
迹,亦辶,PPoi,GB2312
尸,尸,Bh,GB2312
悄,心小月,YMWv,GB2312
残,歹一戈,DFGg,GB2312
尖,小大,MGda,GB2312
鲁,鱼日,QJvy,GB2312
锋,钅夂丰,TEDn,GB2312
圈,囗丷夫乙,NUGV,GB2312
油,氵由,IKo,GB2312
俩,亻一冂人,EFKT,GB2312
项,工石贝,FDKb,GB2312
撞,扌立甲二,AIKS,GB2312
瞬,目爪冖扌,MEYA,GB2312
忆,心乙,YVi,GB2312
盖,丷土皿,UHMn,GB2312
尤,尤,Do,GB2312
徒,彳走,RDkc,GB2312
乡,纟丿,VQps,GB2312
概,木彐厶儿,FXVQ,GB2312
户,户,Oh,GB2312
荡,艹氵乙彡,SIVT,GB2312
艺,艹乙,SVi,GB2312
增,土丷日日,HUJJ,GB2312
祖,礻且,UMqs,GB2312
困,囗木,NFvw,GB2312
殿,尸艹八殳,BSTQ,GB2312
迅,乙十辶,VDPo,GB2312
横,木艹由八,FSKT,GB2312
范,艹氵乙,SIVi,GB2312
律,彳彐扌,RXAv,GB2312
番,丿米田,QPJi,GB2312
企,人止,TNie,GB2312
惨,心厶大彡,YVGT,GB2312
限,阝艮,CVnf,GB2312
聚,耳又亻二,ABES,GB2312
含,人丶乙口,TOVL,GB2312
凭,亻壬几,EEQj,GB2312
剧,尸古刂,BDMd,GB2312
碎,石亠人十,DOTD,GB2312
躺,身尚,WNse,GB2312
缘,纟母豕,VBDs,GB2312
凉,二亠口小,SOLM,GB2312
腾,月丷夫马,WUGX,GB2312
织,纟口八,VLTb,GB2312
抢,扌人乙,ATVi,GB2312
预,予石贝,CDKb,GB2312
沈,氵冖儿,IYQr,GB2312
替,夫夫日,GGJv,GB2312
孔,子乚,BXii,GB2312
批,扌匕匕,ARRi,GB2312
康,广彐水,UXKh,GB2312
惑,戈口一心,GLFY,GB2312
唯,口隹,LWi,GB2312
率,亠幺二十,OCSD,GB2312
惯,心母十贝,YBDK,GB2312
登,又一口丷,BFLU,GB2312
互,二母,SBmr,GB2312
盯,目丁,MAn,GB2312
稍,禾小月,RMWv,GB2312
宣,宀二日,OSJv,GB2312
唱,口日日,LJJv,GB2312
诚,讠戊乙,ODVi,GB2312
剩,禾丬匕刂,RURM,GB2312
咬,口亠八乂,LOTW,GB2312
育,亠厶月,OVWv,GB2312
诸,讠土日,OHJv,GB2312
触,冖用虫,YTKv,GB2312
晨,日辰,JSn,GB2312
策,竹木冂,QFKg,GB2312
疼,疒夂二,PESr,GB2312
漫,氵日罒又,IJMB,GB2312
材,木{于下}丿,FAQp,GB2312
补,衤卜,PMok,GB2312
私,禾厶,RVvh,GB2312
吐,口土,LHv,GB2312
纯,纟七屮,VAXc,GB2312
艾,艹乂,SWa,GB2312
贝,贝,Kb,GB2312
谷,八人口,TTLv,GB2312
庭,广壬廴,UEXn,GB2312
挡,扌小彐,AMXv,GB2312
晃,日小兀,JMHw,GB2312
吉,士口,HLvh,GB2312
吹,口欠,LEq,GB2312
仔,亻子,EBi,GB2312
仇,亻九,EYj,GB2312
凝,二匕矢龰,SRQN,GB2312
鼓,士口丷又,HLUB,GB2312
农,冖𧘇,YWym,GB2312
席,广艹一巾,USFM,GB2312
征,彳一止,RFNi,GB2312
帅,丨丿巾,MQMj,GB2312
附,阝亻寸,CEAc,GB2312
缺,缶乙大,WVGd,GB2312
塞,宀艹八土,OSTH,GB2312
豪,高豕,PDsg,GB2312
亦,亦,Pi,GB2312
杜,木土,FHv,GB2312
努,女又力,CBXl,GB2312
判,丷扌刂,UAMd,GB2312
谋,讠艹二木,OSSF,GB2312
胆,月日一,WJFi,GB2312
尘,小土,MHva,GB2312
扎,扌乚,AXi,GB2312
滚,氵亠八𧘇,IOTW,GB2312
闷,门心,PYvn,GB2312
迟,尸丶辶,BOPo,GB2312
稳,禾冖彐心,RYXY,GB2312
翼,羽田艹八,XJST,GB2312
诺,讠艹𠂇口,OSSL,GB2312
闲,门木,PFvn,GB2312
灰,𠂇火,SUou,GB2312
朵,几木,QFvj,GB2312
盛,戊乙皿,DVMn,GB2312
梁,氵刀八木,IBTF,GB2312
晶,日日日,JJJv,GB2312
餐,卜夕又食,MRBY,GB2312
爆,火日艹水,UJSK,GB2312
伦,亻人匕,ETRi,GB2312
娇,女夭八,CETb,GB2312
侧,亻贝刂,EKMd,GB2312
愣,心罒方,YMOg,GB2312
鼻,自田丌,TJAj,GB2312
轮,车人匕,HTRi,GB2312
昏,卯七日,TAJv,GB2312
抖,扌二十,ASDh,GB2312
陷,阝冖臼,CYRj,GB2312
敏,竹母夂,QBEh,GB2312
词,讠乙一口,OVFL,GB2312
慌,心艹亡儿,YSUQ,GB2312
愤,心十艹贝,YDSK,GB2312
怜,心人丶又,YTOB,GB2312
颤,亠囗口贝,ONLK,GB2312
阶,阝人八,CTTb,GB2312
苍,艹人乙,STVi,GB2312
距,足匚又,NGBu,GB2312
郑,丷大阝,UGCf,GB2312
川,川,Wh,GB2312
扫,扌彐,AXv,GB2312
逼,一口田辶,FLJP,GB2312
县,且厶,MVvq,GB2312
忧,心尤,YDo,GB2312
童,立甲二,IKSr,GB2312
执,扌九丶,AYOd,GB2312
丢,壬厶,EVvn,GB2312
荣,艹冖木,SYFv,GB2312
臂,尸口辛月,BLOW,GB2312
逐,豕辶,DPos,GB2312
傲,亻龶月夂,EHWE,GB2312
戴,十戈田八,DGJT,GB2312
芒,艹亡,SUw,GB2312
庆,广大,UGdu,GB2312
伴,亻丷扌,EUAv,GB2312
袭,尤丿亠𧘇,DQOW,GB2312
供,亻艹八,ESTb,GB2312
积,禾口八,RLTb,GB2312
测,氵贝刂,IKMd,GB2312
遥,爪缶辶,EWPo,GB2312
阻,阝且,CMqf,GB2312
例,亻歹刂,EDMd,GB2312
睁,目冖彐乙,MYXV,GB2312
岛,鸟山,YJaa,GB2312
遗,口上贝辶,LKKP,GB2312
瞪,目又一丷,MBFU,GB2312
慕,艹日大丶,SJGO,GB2312
皱,冖彐皮,YXVp,GB2312
博,十甫寸,DFAc,GB2312
幕,艹日大巾,SJGM,GB2312
猜,犭龶月,RHWv,GB2312
益,丷八皿,UTMn,GB2312
净,二冖彐乙,SYXV,GB2312
泽,氵又扌,IBAv,GB2312
炼,火七乙八,UAVT,GB2312
监,〢竹皿,NQMn,GB2312
鸡,又鸟,BYau,GB2312
珍,王人彡,GTTi,GB2312
伏,亻犬,ESa,GB2312
绍,纟刀口,VBLv,GB2312
曹,艹日日,SJJv,GB2312
爬,爪巴,ECak,GB2312
丫,丷丨,UMsa,GB2312
炸,火竹卜,UQMo,GB2312
壁,尸口辛土,BLOH,GB2312
涌,氵又用,IBTn,GB2312
凶,乂屮,WXca,GB2312
郎,丶彐厶阝,OXVC,GB2312
宿,宀亻石日,OEDJ,GB2312
怨,夕乙心,RVYv,GB2312
醉,酉亠人十,GOTD,GB2312
拼,扌丷艹,AUSv,GB2312
迫,白辶,EPob,GB2312
革,革,Ge,GB2312
瞧,目隹灬,MWUi,GB2312
奥,向米大,RPGd,GB2312
输,车人一刂,HTFM,GB2312
莉,艹禾刂,SRMd,GB2312
忠,口丨心,LMYv,GB2312
颗,日木石贝,JFDK,GB2312
嗯,口囗大心,LNGY,GB2312
佳,亻土土,EHHv,GB2312
旅,方竹𧘇,OQWy,GB2312
仁,亻二,ESr,GB2312
鸟,鸟,Ya,GB2312
骗,马户冊,XONc,GB2312
浩,氵牛口,IWLv,GB2312
塔,土艹合,HSYe,GB2312
胖,月丷扌,WUAv,GB2312
绪,纟土日,VHJv,GB2312
枫,木几乂,FQWa,GB2312
拔,扌𠂇又丶,ASBO,GB2312
赞,牛儿牛贝,WQWK,GB2312
炮,火月巳,UWXs,GB2312
傅,亻甫寸,EFAc,GB2312
凯,山己几,JBQj,GB2312
邪,牙阝,HCfy,GB2312
芳,艹方,SOg,GB2312
浑,氵冖车,IYHc,GB2312
夺,大寸,GAcd,GB2312
宽,宀艹见,OSKx,GB2312
堆,土隹,HWi,GB2312
裂,歹刂亠𧘇,DMOW,GB2312
遭,艹日日辶,SJJP,GB2312
赤,土八八,HTTb,GB2312
旋,方竹乙龰,OQVN,GB2312
扭,扌又十,ABDh,GB2312
洁,氵士口,IHLv,GB2312
浮,氵爪子,IEBi,GB2312
悉,丿米心,QPYv,GB2312
擦,扌宀月示,AOWH,GB2312
慧,丰丰彐心,DDXY,GB2312
典,冂艹八,KSTb,GB2312
赏,尚贝,NKbs,GB2312
匆,月彡丶,WTOd,GB2312
评,讠干丷,OHUa,GB2312
纵,纟人人,VTTe,GB2312
莲,艹车辶,SHPo,GB2312
雾,雨夂力,DEXl,GB2312
乌,乌,Ew,GB2312
跃,足夭,NEo,GB2312
壮,丬士,UHhq,GB2312
贴,贝卜口,KMLv,GB2312
丰,丰,Dn,GB2312
隔,阝一口丨,CFLM,GB2312
健,亻彐扌廴,EXAX,GB2312
辛,辛,Ox,GB2312
抵,扌卯七丶,ATAO,GB2312
竹,竹,Qv,GB2312
彻,彳七刀,RABa,GB2312
摩,麻手,PTua,GB2312
轰,车又又,HBBu,GB2312
编,纟户冊,VONc,GB2312
肚,月土,WHv,GB2312
插,扌千臼,AWRj,GB2312
磨,麻石,PDva,GB2312
哎,口艹乂,LSWa,GB2312
御,彳竹一卩,RQFX,GB2312
耐,而寸,SAce,GB2312
惧,心且八,YMTb,GB2312
氏,卯七,TAia,GB2312
辉,小兀冖车,MHYH,GB2312
扶,扌夫,AGu,GB2312
恢,心𠂇火,YSUo,GB2312
貌,豸白儿,YEQr,GB2312
额,宀夂口贝,OELK,GB2312
述,木丶辶,FOPo,GB2312
票,西示,DHsi,GB2312
录,彐水,XKh,GB2312
拖,扌竹也,AQCy,GB2312
膀,月亠丷方,WOUO,GB2312
鹰,广亻隹鸟,UEWY,GB2312
孟,子皿,BMni,GB2312
递,丷弓丨辶,UVMP,GB2312
瑞,王山而,GJSe,GB2312
唇,辰口,SLvn,GB2312
暂,车斤日,HEJv,GB2312
货,亻匕贝,ERKb,GB2312
琴,王王人乙,GGTV,GB2312
踪,足宀示,NOHs,GB2312
码,石马,DXa,GB2312
慰,尸示寸心,BHAY,GB2312
蛇,虫宀匕,KORi,GB2312
玲,王人丶又,GTOB,GB2312
晕,日冖车,JYHc,GB2312
损,扌口贝,ALKb,GB2312
轩,车干,HHgc,GB2312
粗,米且,PMqm,GB2312
掩,扌大电,AGKd,GB2312
屁,尸匕匕,BRRi,GB2312
悠,亻丨夂心,EMEY,GB2312
仰,亻卯卩,ETXj,GB2312
零,雨人丶又,DTOB,GB2312
盟,日月皿,JWMn,GB2312
途,人一木辶,TFFP,GB2312
贼,贝戈𠂇,KGSu,GB2312
洪,氵艹八,ISTb,GB2312
悟,心一韋口,YFCL,GB2312
固,囗古,NDgw,GB2312
讶,讠牙,OHya,GB2312
冬,夂二,ESrh,GB2312
滑,氵骨,IMg,GB2312
甜,舌艹二,RSSr,GB2312
郁,𠂇月阝,SWCf,GB2312
琳,王木木,GFFv,GB2312
辆,车一冂人,HFKT,GB2312
乃,乃,Va,GB2312
猪,犭土日,RHJv,GB2312
暖,日爪二夂,JESE,GB2312
妮,女尸匕,CBRi,GB2312
挣,扌冖彐乙,AYXV,GB2312
旦,日一,JFi,GB2312
估,亻古,EDg,GB2312
坦,土日一,HJFi,GB2312
甘,艹二,SSr,GB2312
佩,亻几一巾,EQFM,GB2312
莱,艹一米,SFPm,GB2312
享,亠口子,OLBi,GB2312
吼,口子乚,LBXi,GB2312
构,木月厶,FWVv,GB2312
粉,米八刀,PTBa,GB2312
萨,艹阝立丿,SCIQ,GB2312
吻,口月彡,LWTi,GB2312
潜,氵夫夫日,IGGJ,GB2312
瓶,丷艹瓦,USAw,GB2312
偶,亻禺,EKy,GB2312
戒,戈艹,GSvg,GB2312
浓,氵冖𧘇,IYWy,GB2312
毁,臼工殳,RFQh,GB2312
销,钅小月,TMWv,GB2312
迪,由辶,KPoo,GB2312
拒,扌匚又,AGBu,GB2312
绕,纟七丿兀,VAQH,GB2312
勒,革力,GXle,GB2312
朗,丶彐厶月,OXVW,GB2312
嘻,口士口口,LHLL,GB2312
尾,尸毛,BRmh,GB2312
帐,巾长,MThj,GB2312
废,广乚夂丶,UXEO,GB2312
延,丿止廴,QNXn,GB2312
敲,高攴,PKug,GB2312
烂,火丷二,UUSr,GB2312
曼,日罒又,JMBu,GB2312
厌,厂犬,SSah,GB2312
宜,宀且,OMq,GB2312
羞,羊又十,UBDh,GB2312
喂,口田匚,LJGf,GB2312
吟,口人丶乙,LTOV,GB2312
滴,氵亠丷古,IOUD,GB2312
洲,氵氵川,IIWh,GB2312
爹,八乂夕夕,TWRR,GB2312
艳,丰冖巴,DYCa,GB2312
晴,日龶月,JHWv,GB2312
抚,扌一尤,AFDo,GB2312
缩,纟宀亻日,VOEJ,GB2312
协,十力八,DXTb,GB2312
央,冂大,KGdg,GB2312
悔,心竹母,YQBm,GB2312
肖,小月,MWva,GB2312
缠,纟广甲二,VUKS,GB2312
脆,月冖厂乙,WYSV,GB2312
痕,疒艮,PVn,GB2312
伍,亻一韋,EFCi,GB2312
寂,宀上小又,OKMB,GB2312
启,户口,OLvh,GB2312
翔,羊羽,UXug,GB2312
薄,艹氵甫寸,SIFA,GB2312
侯,亻又矢,EBQi,GB2312
劝,又力,BXlu,GB2312
郭,亠口子阝,OLBC,GB2312
奴,女又,CBu,GB2312
鸣,口鸟,LYa,GB2312
倾,亻匕石贝,ERDK,GB2312
彼,彳皮,RVpc,GB2312
扔,扌乃,AVa,GB2312
撒,扌艹月夂,ASWE,GB2312
豫,予冖口豕,CYLD,GB2312
检,木人二氵,FTSI,GB2312
针,钅十,TDh,GB2312
耀,小兀羽隹,MHXW,GB2312
痴,疒矢口,PQLv,GB2312
姆,女母,CBm,GB2312
篇,竹户冊,QONc,GB2312
椅,木大丁口,FGAL,GB2312
厂,厂,Sh,GB2312
董,艹丿車一,SQGF,GB2312
熊,厶月匕灬,VWRU,GB2312
埋,土甲二,HKSr,GB2312
乖,千丬匕,WURi,GB2312
狐,犭瓜,RQun,GB2312
蒋,艹丬夕寸,SURA,GB2312
踏,足水日,NKJv,GB2312
隆,阝夂一生,CEFW,GB2312
括,扌舌,ARe,GB2312
潮,氵十早月,IDJW,GB2312
唉,口厶矢,LVQi,GB2312
穷,穴力,PXlu,GB2312
聪,耳丷口心,AULY,GB2312
唤,口冖冂大,LYKG,GB2312
泰,𡗗水,GKhn,GB2312
版,片斤又,TEBu,GB2312
末,末,Ho,GB2312
旗,方竹其,OQDq,GB2312
仪,亻丶乂,EOWa,GB2312
焦,隹灬,WUii,GB2312
猫,犭艹田,RSJi,GB2312
盗,二欠皿,SEMn,GB2312
侍,亻土寸,EHAc,GB2312
挤,扌文八,APTb,GB2312
款,士示欠,HHEq,GB2312
拾,扌合,AYe,GB2312
荒,艹亡儿,SUQr,GB2312
姿,二欠女,SECv,GB2312
域,土戈口一,HGLF,GB2312
搭,扌艹合,ASYe,GB2312
脉,月丶水,WOKh,GB2312
授,扌爪冖又,AEYB,GB2312
俗,亻八人口,ETTL,GB2312
融,一口冂虫,FLKK,GB2312
狱,犭讠犬,ROSa,GB2312
欺,其欠,DEqq,GB2312
访,讠方,OOga,GB2312
桥,木夭八,FETb,GB2312
锁,钅小贝,TMKb,GB2312
霸,雨革月,DGWv,GB2312
牵,大冖牛,GYWn,GB2312
池,氵也,ICy,GB2312
钻,钅卜口,TMLv,GB2312
港,氵艹八巳,ISTX,GB2312
喃,口十冂十,LDKD,GB2312
廷,壬廴,EXnn,GB2312
乘,禾丬匕,RURi,GB2312
玛,王马,GXa,GB2312
奉,𡗗扌,GAvn,GB2312
扯,扌止,ANi,GB2312
岳,亻工山,EFJa,GB2312
减,二戊一口,SDFL,GB2312
弯,亦弓,PVoi,GB2312
夹,夫丷,GUau,GB2312
辞,舌辛,ROxe,GB2312
岸,山厂干,JSHg,GB2312
岂,山己,JBja,GB2312
屈,尸屮屮,BXXc,GB2312
恼,心文屮,YPXc,GB2312
哲,扌斤口,AELv,GB2312
季,禾子,RBih,GB2312
召,刀口,BLva,GB2312
丧,十丷匚,DUGf,GB2312
尝,小冖二厶,MYSV,GB2312
恭,艹八小丶,STMO,GB2312
载,十戈车,DGHc,GB2312
瘦,疒臼丨又,PRMB,GB2312
皆,匕匕白,RREb,GB2312
颇,皮石贝,VDKb,GB2312
茫,艹氵亡,SIUw,GB2312
染,氵九木,IYFv,GB2312
肃,彐小八,XMTb,GB2312
爽,大乂乂乂,GWWW,GB2312
亏,一丂,FSoi,GB2312
吞,一大口,FGLv,GB2312
惹,艹𠂇口心,SSLY,GB2312
哀,亠口𧘇,OLWy,GB2312
乔,夭八,ETbo,GB2312
趁,走人彡,DTTi,GB2312
铺,钅甫,TFu,GB2312
脏,月广土,WUHv,GB2312
吕,口口,LLv,GB2312
奖,丬夕大,URGd,GB2312
倍,亻立口,EILv,GB2312
汤,氵乙彡,IVTi,GB2312
振,扌辰,ASn,GB2312
婷,女高丁,CPAn,GB2312
牢,宀牛,OWn,GB2312
扰,扌尤,ADo,GB2312
溜,氵卯田,ITJi,GB2312
庞,广尤丿,UDQp,GB2312
臭,自犬,TSak,GB2312
悦,心丷口儿,YULQ,GB2312
赫,土八八八,HTTT,GB2312
赢,亡贝,UKbw,GB2312
跪,足冖厂乙,NYSV,GB2312
麦,龶夂,HEhn,GB2312
